query,intent
"우리나라 엘리트스포츠의 현실을 잘 반영한, 좋은다큐네요 프로에가지못하는 야구선수들은 어디로가야되나 저변확대가 필요합니다",3
이것 만큼은 어디 내놔도 부끄럽지 않을 명작이다 어렸을 때 봣었는데 내용 전부 기억난다,3
음악 감독이 조니 그린우드였네요 그리고 리치 먹는 장면은 일반적으로 가장이 가운데 앉는데 케빈이 가장의 위치에 앉아있는 것은 케빈이 사실상 그의 악마성으로 집안을 장악하고 있다는 걸 보여주려는 연출이 아니었나 개인적으로 생각해봅니다,3
마지막 시간을 두고 우린 어디로 무엇을 해야할까? 그저 하고 싶은대로 가고싶은대로 바람에 몸을 맡기며 자유롭게 천국에 문앞으로 갈 준비만 하면 된다....근데 이 영화가35세..관람인..많진않지만 야한..콜록콜럭..역시 명작이야!!,3
정말 소장하고 싶으나..... 어디 영화 파일 구할데 없을까요??,3
보고픈데.... 어디서 찾을 수 있나?ㅠㅠ,3
"연출, 연기, 음악, 장소 등등 모든 것이 다 맞아떨어진 영화 이 영화에 공감이 가는 것이 무섭다",3
영화 좋네... 캐스팅도 좋고... 스릴러물과는 또다른 위태로움과 긴장감이 느껴졌다. 어디로 튈지 모르지만 기어이 안정적인 궤적을 그려내는 셔틀콕이라는 제목도 좋고...,3
이런거 어디 더 없나..,3
어디서 많이 듣던 목소리였는데 아만다였어!!,3
아니 이렇게 잼있는 드라마 요즘 세대에 어디있대 CG좀 과하게 썼다고 뭐..새롭지아는가?애정 드라마 넘치는세대에드라마있어서 감사해야되..매일 사랑 이야기보다.이렇게 흥미진진한 드라마 13년에 한번꼴이야.그러니 욕하지들말고 잼있게 봅시다.얼마잼있어!,1
모든사람 위치 알 수 있는 지도 나도 가지고 싶어ㅠ,3
어디서 본듯한소재?였지만 당시에 꽤 재미있게본 드라마,3
나는 도대체 이게 왜 5점대인지 이해가 안간다. 이건진짜 개명작인데...인간의 욕망이 낳은 광기가 어디까지 갈수있는지를 산을 통해 잘나타낸 영화라고 생각한다.,3
어디서 들어 본 줄거리이긴 하지만 기대안하고 봐서 그런지 재미있었음...,3
심리묘사와 장소의 대비가 인상적이네요.쓸쓸한 이야기지만 아름답다고 느껴집니다.한동한 가슴이 먹먹할듯 싶네요.,3
어린시절이 그리울때면 가장 먼저 생각나는 영화네요아빠어디가에서 애들이 보물찾는것도 이거 패러디지 싶음 뺀질이 형역의 배우가 올드보이 리메이크 주인공으로 나온다고하니 기대됨,3
너무 잼 있어서 보고 또 봤던 기억이나네요장국영은 이세상에 없고 왕조현은 어디론가 사라져 버려서 지금은 볼수없지많 원조 천녀유혼으로 다시보게 되니 반갑네요,3
기대안하고 봐서 더 큰 감동이었나. 아일랜드의 멋진풍경도 감상하고 에이미 애덤스와 매튜 굿의 콤비같은 한쌍이 어우러져 오랜만에 푹 빠져 본 영화. 여자라면 누구나 로망인 멋진 프로포즈. 아일랜드는 그 프로포즈 장소의 화룡정점 같았음. 배경 넘 멋짐 ~,3
이게왜 영화..? 인진 모르겠지만 내친구의집은 어디인가 화이팅!♥,3
포스터.... 웃음의 지뢰밭? 완전 싸이코패스네 - -;; 미친 이게 어디가 웃기다는거여 미친놈....,3
이 영화 어디서 구할때 없나? 어렸을때 정말 잼있게 밨었는데..,3
"영화에 대해서 비평이많은것같은데, 내 기준으로 이영화 정말 참신하다고 느꼈다.. 이런영화 또 어디있을까 하고 찾게만드는 묘한 매력이있음.",3
다시 보고 싶어서 35년만에 검색해보는... 하지만 어디서 구할 수 있을까...,3
겁나 잼잇다....촬영장소는 어디야.ㅋㅋ,3
겁나 잼잇다....촬영장소는 어디야.ㅋㅋ,3
보고싶은데 어디서 구해요?/ㅜ,3
컬트의 대가 린치다운 작품! 현실과 꿈의 경계는 어디인가? 해석은 감상자에게...,3
이 영화는 도대체 어디서 볼 수 있나요? ㅠ,3
이 영화 어디서 구할 수 있을까요?,3
어디서 볼 수 있나요? 상영작이라고 뜨는데 볼 수 있는 영화관이 없네요.,3
23대초에본영화 어디선가 이음악이 나오면 이영화가 생각남 슬프고도 아름다운영화,1
전미선은 어디다 붙여놔도 연기소화를 다 한다...본인에 맞게-,3
어디로 갈껀데? 가면서 생각하지 뭐..,3
도대체 이영화는 어디가면 볼수 있나요? 다시 한번 보고 싶다,3
멋진 대사들로 가득찬 영화. 이토록 모든 사람들이 사랑할만한 요소들만 고루 모아논 영화가 어디에 있을까.,3
누구나 요리를 할 수 있다.아무나 위대한 요리사는 될 수 없다.그러나 요리사는 어디에서든 나올 수 있다.,3
"우연히 무료영화 라서 그냥 봤다. 재밌다. 걍 재밌다. 인간의 본성이 나타나는 그곳...탈출한 3인 나가보니 온통 폐허다...살 곳이없다,..어디에도..핵전쟁의 최후가 그러려니..끔찍하다!!!",3
저예산임에도 긴장감이 지리네요..ㄷㄷ장소도 정말 신선하네요 새벽의 조용한 톨게이트..감독 존경해,3
한 13년전쯤에 이영화가 등장했더라면 참으로 좋을뻔 한 영화다. 어디에선과 보는듯한 전개와 결말이다. 그게 조금 아쉽다. 영화 자체는 나쁘지 않다.,1
내옆의가장소중한우리가족을 다시한번생각하게해준드라마..매일직장생활에치여 정작중요한것을놓치지만 다시한번 가족의중요성을느끼게해준드라마♥ 고맙습니다 이후 눈물샘을자극한드라마 이번연말MBC연기대상에서 수상을 기대합니다^^,3
근육덩어리 남성의 임신체험기 ㅎㅎ 대체 아기를 어디로 낳은거야~,3
쓰레기 소재? 어디 쓰레기소재 하나라도 안쓴 범죄 스릴러 액션 영화 있나,3
대부분의 글들이 인신공격성 글들만 가득하군요 이런글들은 네이버에서 자체적으로 삭제 해주면 좋겠네요 이곳은 작품을 논하는 곳이지 그들의 개인삶에 대한 평가의 장소가 아닙니다 그들의 삶을 우리가 왈가 할수 있는 자격이 있을까요?,3
요즘 어디서 볼수 있어요?찾고 있는데 쉽지 않네요,3
"어디선가 본듯한 흔한 인물이 아닌 심도 있는 인물 설정이 돋보인다.불안한 심리를 가진 두명의 주인공의 아슬아슬 줄타기사랑. 그리고 그 끝. '인간중독' 마지막 장면을 보고 제목이 이해됐다. 따뜻한 봄볕 아래 강렬하게 중독되고 싶다, 그 누군가에게.",3
그들만의가장소중했던순간들속에서문득문득피어오르는 나만의가장아름다웠던추억들..,3
헐 이 명작이 평점이 6점? 개어이없다 페이크 다큐의 창시작이자 이 영화를 본후 거의 대부분의 이 장르 영화들을 찾아봤지만 결국 블레어위치 보다 나은 영화를 보지못했다,3
다운받아보고 싶은데 어디 받을때가 없을가요?,3
"ㅋㅋㅋ평점남기는 인간들 대단하다.지들이 전문비평가인줄 알고 평가 남기고, 난리났네. 니들 도대체 어디소속이냐. 민방이출신 평론가냐 ㅋㅋㅋ? 걍 보고 잼있어여 잼없어여 정도로 끝내라좀 니가 마우스로 띄엄 띄엄보는수준이라 잼없고. 딴님들은잼있어요~",3
졸 재밌어요~출연진들부터 대박인데ㅠ조영이다니ㅠ시청률은 어디서 집계하는건가요?저조한 시청률 말도 안돼ㅠ드라마 너무 좋아요!종영 노우!,3
임형주님 능력은 어디까지 인가요?13점 만점에 13점만 드릴 수 있다는게 무척이나 아쉽네요..시놉 배은 감독 연출 모두 좋았습니다^^,1
자신의 부끄러운 역사를 이리 담담하게 돌아볼 수 있는 독일인의 성숙된 역사의식이 일본과 비교된다. 그러네 어디서 개봉한 거요?,3
"어디가 감히 평점이 7점이야 박신혜님 나왓으면 적어도 9점은 드려야지,",3
"진짜 대박이다!!!! 기가막히다!! 연출,촬영, 편집, 연기, 미술 모두 다 너무나 훌륭하다. 갱 영화중에 단연코 제일이라 말할수 있을것같다!!!! 어디서 날아올지 모르는 총알에 2시간내내 완전 스릴감 넘치게 봤다. 대박강추!!",3
이번 블랙박스편 너무 재미있게 봤네요.블랙박스 구매할때 참고하면될듯.걍 회사이름도 얘기하지. MD가 어디꺼에요? 제일 좋은것같던데..,3
야 나 총장이야 문열어!! 어디 대학 총장이레?? ㅋㅋ,3
세금이 어디로 줄줄 세는지도 몰랐던 순진한 국민들 데리고 논거지...ㅋ 아직도 줄줄 세는 중...,3
한편의 성장소설을 읽는 느낌이 들었다.특히 꼼꼼하고 반전이 있는 줄거리가 매력적이다,3
이영화어디서 볼수있나요?,3
다시 봐야겠어요 어디서 찾나;;;,3
도대체 왕가위의 끝은 어디인가?,3
비둘기여 어디 있느냐? 싹쓸이가 무엇인지 보여준다!!!,3
사람 사는 곳은 어디나 똑같다. 미국이나 한국이나 시골이나 도시나 부자나 가난한 자나. 등장인물들의 마음씨가 아름답다. 잔잔하고 흐뭇한 영화,3
다운어디서받나여,3
"이 나라의 제노포비아, 과연 어디까지 가고 있는지?",3
이 영화...어디서 볼수있나요 ㅠㅠ진짜 보고싶은데 미치겠네...제발 연락좀해주세요,3
이영화 어디서 보나요?,3
이 영화 어디서 볼수있죠?,3
지금쯤 어디선가 잘 지내고 있는 그녀와 첫테이트날 극장 맨앞줄에서 봤던 영화다 첫테이트의 설레임과 떨림으로 내용이 전혀 기억이 나질않아 최근에 다시봤던 영화...대작은 아니지만 꽤 재밌네요ㅎ,3
예쁜영상 사람사는문제 어디서나 다 똑같은듯 ㅎㅎ,3
또보고 싶은데 어디서 보죠???,3
이거 너무 보고 싶은데..ㅠㅠ 어디서 찾나,3
"최고의 배우,최고의 연기,최고의 장소,그리고 최고의 영화",3
홍수현은 어디서 뭘하지.이 드라마를 본 후 기억나는건 연기 제대로 했던 홍수현뿐.,3
츄리링입은 저격수 포스가 개쩔죠잉 근데 저 츄리링 어디서파나여?,3
아니 도대체 이거 어디서함 보려는데 찾을수가없네 극장상영끝낫나요??? 아니면 어디극장만하나요????,3
남자배우가 슈퍼소년앤드류였구나..어디서 많이 봤다 했더니만.,3
박하선 이제 어디서봄 ㅡ,3
보고싶은데 어디 영화관에서 볼 수 있지?롯데시네마 CGV 다 안하네 ㄷㄷ,3
사랑 못해본 사람들만 죄다 평점을 낮게 준것 같네. 내 눈엔 사랑에 빠질수 밖에 없는 상황이 여럿 있었다. 도대체 어디가 그렇게 사랑에 빠질 순간이었는지 궁금하면 syksyksy 네이버 메일 보내시길. 연기자들이 전부 과하지 않게 연기 잘만하더라.,3
태안 앞바다를 오염시키고 태안 주민의 생계와 건강을 짓밟은 삼성을 상대로 싸워줄 사람은 어디 없을까?,3
슬프고 아프고 먹먹하다 아이들의 시선르로 그려 더욱 그렇다 나는 두려움을 속이며 어디로 가고 있는가,3
"발생시기는 2311년초, 최초발생장소는 센다이로 재앙의 내용만 다르지 정확한 예언",1
이 영화 어디서 받어 ㅡㅜㅜㅜ,3
내가 이걸 개봉당시 극장가서 봤지.사람들 반응 좋았다 ㅋㅋ 김지운 역시 어디서 본건 많아가지고ㅎㅎ,3
"이것은 나의 이야기? 로맨스와 현실 사이, 그 어디쯤... 영화 속에는 내가 경험한 그 시간과 추억, 고민과 결정의 순간이 그대로 담겨있다.",3
세계대회치고 장소랑 사람만 다르지 세계적인 느낌은 없네요 ㅋㅋ 글고 3과 엔딩이 같네 ㅋㅋㅋㅋㅋ 굿 ㅋ 보면서 느낀게 진짜 특이한사람=똑똑한사람 ㅋ 이란걸 다시한번 더 알았네요,3
나도한번 근심.걱정 모든고민들을 떨쳐버리고 어디론가 가고싶다..,3
패러디물중 상위권에 위치할정도로 웃긴영화,3
막장소재.러브라인이 주를 이루는 드라마들 사이 찾아볼 수 없는 감동과 열정이 있는 착한드라마.다소 뻔하다고 사람들을 자극시킬 소재가 없다고 생각할 수 있지만 솔직하고 꾸밈없기에 더욱 와닿는다.,3
정말찡 하게잘봤음다.글구 배겨음악 어디서구할수있저...,3
도대체 상영관이어디냐고,3
마지막 장면이 정말 감명 깊다~ 톰행크스가 바라본 곳은 바로 관객들~ 그들이다! 어디로 가야할지 방황하는 이들에게 얘기한다~ 걱정하지마! 넌 어디든지 갈 수 있어라고!,3
"사랑은 어디에나 있고, 드러내야만 가치가 있다.",3
이거 디브디 어디서파나요?-_-,3
"그런 시궁창같은 곳들은 어디서알아낸건지..앵글매우환상적, 보기힘든 한국영화",3
훈훈한 스토리 굳! 물론 파인이 때문에 보게된 영화지만 어디 영화가 배우만으로 높은 평점을 얻을 수 있으랴. 파인이 꿀떨어지는 연기력에 뿅간건 사실이지만 이런종류의 로맨스 오랫만이라 뭉클뭉쿨~,3
갑자기 어디선가 들려오는 브금.,3
이영화 어디서 볼수있죠?,3
아 이거 정말 보고 싶은데 어디서 보나요ㅠㅠ알려주세요,3
이거 dvd어디서구하나요?,3
저도 내공까지 써가며 찾고 싶었던 최고 극장만화 비디오로 소장 했었는데 어디갔니 ㅠㅠㅠㅠ,3
너무재밌게잘봐서다시보고싶은데지금은어디에도찾을수없는영화..ㅠㅠ,3
촬영장소가 내가다닌고등학교라깜짝놀랐음 용두동의.....^^,3
"아주 교훈적이다. 인생에 대한. 삶에 대해서, 다양한 가치와 나아가는 방향들에 대해 무한하고 도전하는 정신의 중요함 등 많은것을 느끼게 했고 보고난 후에도 가끔 떠오르게 하는 명언s을 남겼다. 어디까지나 주견이지만. 이 정도면 만점이라 생각한다.",3
이거 어디서 영상 구할 수 없을까? 다시 보구 잡네~,3
중간에 반전을 알아채긴 했지만 어디선가 본듯한 이 반전이 63년대 영화라는 사실에 놀람. 최근에 본 여러가지 반전 영화들은 이 영화를 모태로 한 것 같네요. 잘봤습니다.,1
